index,demand,location,x,y,assigned,piority
615,549,"Point(x=35820.6575, y=52044.5025)",35820.6575,52044.5025,3,1910168.4065389766
616,474,"Point(x=98562.7575, y=67614.425)",98562.7575,67614.425,119,1784955.8379190615
617,473,"Point(x=99803.8375, y=44721.745)",99803.8375,44721.745,141,5442977.995066895
618,441,"Point(x=96216.7825, y=76049.1475)",96216.7825,76049.1475,108,4015380.8833366074
619,545,"Point(x=97821.36, y=74490.405)",97821.36,74490.405,108,4794141.850093682
620,603,"Point(x=3152.24, y=22143.945)",3152.24,22143.945,171,3876142.573851253
621,591,"Point(x=65117.81, y=19174.7975)",65117.81,19174.7975,72,3893928.091064591
622,386,"Point(x=83829.435, y=36746.21)",83829.435,36746.21,43,1769358.2046860084
623,533,"Point(x=69482.685, y=55576.595)",69482.685,55576.595,98,269399.6745172217
624,461,"Point(x=3221.4675, y=47762.375)",3221.4675,47762.375,112,2953427.5760786845
625,532,"Point(x=36048.3325, y=94383.4675)",36048.3325,94383.4675,6,1898395.3007054608
626,540,"Point(x=2684.4825, y=54488.6325)",2684.4825,54488.6325,137,756235.9663237422
627,531,"Point(x=81725.3325, y=4557.7675)",81725.3325,4557.7675,95,1579815.9383579637
628,356,"Point(x=1497.9825, y=79806.2975)",1497.9825,79806.2975,4,3382815.2668473553
629,531,"Point(x=72956.6675, y=76530.89)",72956.6675,76530.89,97,2018164.916719576
630,412,"Point(x=26807.31, y=62756.2375)",26807.31,62756.2375,32,1049986.0603045716
631,360,"Point(x=68444.36, y=18369.9875)",68444.36,18369.9875,65,1809688.2455615904
632,492,"Point(x=28452.325, y=61227.0075)",28452.325,61227.0075,3,740081.3225290655
633,498,"Point(x=22762.075, y=69721.73)",22762.075,69721.73,160,1825400.6986072646
634,469,"Point(x=5389.3725, y=97429.96)",5389.3725,97429.96,26,1730059.7614308395
635,655,"Point(x=42161.9125, y=99741.1125)",42161.9125,99741.1125,12,1719681.8927208094
636,446,"Point(x=34014.795, y=22594.9275)",34014.795,22594.9275,135,1133308.30488308
637,463,"Point(x=74976.495, y=8076.285)",74976.495,8076.285,95,165664.8141008101
638,456,"Point(x=79398.8125, y=32947.865)",79398.8125,32947.865,101,2457839.4002794027
639,671,"Point(x=87363.965, y=21031.2)",87363.965,21031.2,185,589733.7909300484
640,480,"Point(x=95920.45, y=16618.68)",95920.45,16618.68,179,644123.7659518083
641,446,"Point(x=63271.705, y=21937.295)",63271.705,21937.295,72,2069935.3405520965
642,529,"Point(x=77993.77, y=67655.9675)",77993.77,67655.9675,149,715943.038080186
643,661,"Point(x=32698.26, y=16298.355)",32698.26,16298.355,199,2184065.8783861394
644,361,"Point(x=67072.275, y=19979.84)",67072.275,19979.84,72,1261035.1201975544
645,364,"Point(x=75112.49, y=94930.1375)",75112.49,94930.1375,198,871584.0476509654
646,450,"Point(x=92672.065, y=72856.4925)",92672.065,72856.4925,180,3195230.6788378665
647,477,"Point(x=11486.2175, y=35083.555)",11486.2175,35083.555,121,1900853.9123811615
648,587,"Point(x=23287.005, y=29806.0325)",23287.005,29806.0325,94,3013701.7892941963
649,629,"Point(x=7721.065, y=31062.7175)",7721.065,31062.7175,49,3554391.0403717076
650,714,"Point(x=83378.1975, y=22318.455)",83378.1975,22318.455,134,2769596.877480724
651,539,"Point(x=15927.175, y=37684.22)",15927.175,37684.22,96,2432808.2149797063
652,306,"Point(x=31902.1425, y=16186.995)",31902.1425,16186.995,199,1035846.0381450116
653,337,"Point(x=48340.8925, y=9190.6525)",48340.8925,9190.6525,66,339248.1070847882
654,465,"Point(x=57735.745, y=17042.24)",57735.745,17042.24,72,203638.49425497226
655,507,"Point(x=15277.395, y=72204.49)",15277.395,72204.49,34,552808.3070631274
656,634,"Point(x=50331.0275, y=40407.5075)",50331.0275,40407.5075,162,5079600.92188976
657,447,"Point(x=93903.87, y=13833.6825)",93903.87,13833.6825,179,657665.7924604598
658,507,"Point(x=42631.97, y=75083.105)",42631.97,75083.105,92,1130217.8063547243
659,560,"Point(x=63528.82, y=90780.705)",63528.82,90780.705,68,3369807.5300059156
660,525,"Point(x=63736.9175, y=82446.4675)",63736.9175,82446.4675,42,3556894.721677205
661,325,"Point(x=14948.9825, y=33735.8275)",14948.9825,33735.8275,121,2003717.4713624537
662,603,"Point(x=43707.8925, y=41793.43)",43707.8925,41793.43,193,2696294.031091193
663,462,"Point(x=80528.145, y=53099.325)",80528.145,53099.325,167,1319698.4275505797
664,464,"Point(x=25788.7575, y=47942.66)",25788.7575,47942.66,47,153224.92783553785
665,609,"Point(x=21146.885, y=65000.91)",21146.885,65000.91,165,3828678.4195184186
666,747,"Point(x=3977.3725, y=64989.715)",3977.3725,64989.715,2,3363162.17122639
667,414,"Point(x=87277.07, y=24577.77)",87277.07,24577.77,28,204847.21387338947
668,328,"Point(x=39535.2425, y=46567.2225)",39535.2425,46567.2225,193,726774.0966310163
669,578,"Point(x=84440.0825, y=7893.945)",84440.0825,7893.945,106,2125280.564459633
670,548,"Point(x=8986.27, y=14501.42)",8986.27,14501.42,158,1062231.7813886562
671,395,"Point(x=83464.98, y=9190.5025)",83464.98,9190.5025,106,2085827.439583873
672,479,"Point(x=91128.155, y=44601.095)",91128.155,44601.095,141,1332373.9356924025
673,613,"Point(x=45288.91, y=35701.915)",45288.91,35701.915,162,815758.2078419426
674,357,"Point(x=86806.9625, y=36708.045)",86806.9625,36708.045,43,2140955.1592288376
675,510,"Point(x=24327.09, y=15075.1775)",24327.09,15075.1775,51,757100.2272426394
676,476,"Point(x=12641.875, y=96133.3375)",12641.875,96133.3375,26,3514284.0071246326
677,503,"Point(x=8113.3875, y=61968.08)",8113.3875,61968.08,137,624659.9794514793
678,455,"Point(x=37350.835, y=45919.37)",37350.835,45919.37,71,873055.0421701964
679,578,"Point(x=23987.385, y=25023.4175)",23987.385,25023.4175,21,4077263.954161943
680,377,"Point(x=58929.5425, y=11794.21)",58929.5425,11794.21,36,1045268.7926292819
681,416,"Point(x=63963.54, y=4335.5025)",63963.54,4335.5025,60,1950272.8294231682
682,613,"Point(x=39280.9425, y=14688.975)",39280.9425,14688.975,46,1373651.949746873
683,604,"Point(x=70101.68, y=62146.965)",70101.68,62146.965,126,3493972.7810563385
684,644,"Point(x=94544.295, y=8073.855)",94544.295,8073.855,85,3072199.2601215914
685,628,"Point(x=13582.1425, y=87865.3575)",13582.1425,87865.3575,53,3503182.645919403
686,582,"Point(x=90590.345, y=3374.56)",90590.345,3374.56,14,2347149.0340452255
687,498,"Point(x=60147.795, y=50133.435)",60147.795,50133.435,30,799433.9629732062
688,451,"Point(x=39590.9575, y=40016.6075)",39590.9575,40016.6075,71,1976205.1097822743
689,363,"Point(x=98546.66, y=41846.11)",98546.66,41846.11,141,3465661.8996041687
690,404,"Point(x=15318.7875, y=45297.1075)",15318.7875,45297.1075,178,1977973.7380415287
691,556,"Point(x=12631.995, y=74559.8925)",12631.995,74559.8925,197,1021253.7477847537
692,395,"Point(x=5755.185, y=2865.69)",5755.185,2865.69,58,2160642.420618801
693,435,"Point(x=2959.5475, y=15887.015)",2959.5475,15887.015,158,685530.8679394356
694,394,"Point(x=16322.8475, y=46866.3925)",16322.8475,46866.3925,178,1988090.7197005046
695,427,"Point(x=57448.7775, y=37992.0325)",57448.7775,37992.0325,59,670991.2937903318
696,463,"Point(x=96504.48, y=12372.685)",96504.48,12372.685,179,1058728.4530973558
697,446,"Point(x=81133.0275, y=54251.5375)",81133.0275,54251.5375,167,1159834.3867386633
698,352,"Point(x=13961.8625, y=18456.3175)",13961.8625,18456.3175,158,1887142.913205445
699,429,"Point(x=47277.08, y=1305.92)",47277.08,1305.92,66,2584510.93773634
700,531,"Point(x=23299.18, y=75423.9675)",23299.18,75423.9675,34,612085.1826783346
701,411,"Point(x=18580.9975, y=19826.175)",18580.9975,19826.175,158,1096521.6388898396
702,511,"Point(x=58227.095, y=10891.905)",58227.095,10891.905,36,2004655.7964064337
703,623,"Point(x=24752.765, y=65753.4925)",24752.765,65753.4925,165,3373886.9461294827
704,536,"Point(x=20325.31, y=86588.1225)",20325.31,86588.1225,100,535512.8680916715
705,450,"Point(x=18445.3625, y=65069.3875)",18445.3625,65069.3875,165,3548228.2183709433
706,362,"Point(x=54599.565, y=46132.37)",54599.565,46132.37,55,1468699.484270426
707,654,"Point(x=27608.7725, y=85680.89)",27608.7725,85680.89,153,2656283.7783261174
708,496,"Point(x=33223.885, y=13459.685)",33223.885,13459.685,199,1900564.422153772
709,476,"Point(x=29790.6175, y=48099.9125)",29790.6175,48099.9125,64,760232.5265258249
710,415,"Point(x=143.0525, y=70106.5775)",143.0525,70106.5775,197,756592.9139951437
711,515,"Point(x=29261.4025, y=6694.2925)",29261.4025,6694.2925,114,2066780.0029431386
712,501,"Point(x=45071.6075, y=62186.32)",45071.6075,62186.32,166,2630038.88937517
713,511,"Point(x=24465.345, y=14780.295)",24465.345,14780.295,51,841328.3715223346
714,538,"Point(x=1810.1775, y=67301.905)",1810.1775,67301.905,2,2161226.1703127255
715,428,"Point(x=16279.1125, y=27492.7575)",16279.1125,27492.7575,168,1353056.5369510343
716,674,"Point(x=47014.9375, y=10251.8025)",47014.9375,10251.8025,54,1360020.5859627426
717,535,"Point(x=64204.805, y=21920.3525)",64204.805,21920.3525,72,2593230.597931008
718,406,"Point(x=20216.5575, y=27998.61)",20216.5575,27998.61,21,689261.0848505403
719,456,"Point(x=78206.1275, y=21617.71)",78206.1275,21617.71,157,1442465.3880293306
720,508,"Point(x=25237.415, y=11550.8775)",25237.415,11550.8775,51,535250.2047852409
721,515,"Point(x=87801.8575, y=76088.865)",87801.8575,76088.865,180,2406371.2527341535
722,611,"Point(x=76681.255, y=30156.9175)",76681.255,30156.9175,101,2677675.4753366876
723,555,"Point(x=66858.2625, y=84694.45)",66858.2625,84694.45,42,3134421.8274136153
724,735,"Point(x=68835.02, y=55145.3225)",68835.02,55145.3225,98,370451.8566308828
725,383,"Point(x=73119.6025, y=91403.7325)",73119.6025,91403.7325,118,1394328.5461373366
726,480,"Point(x=526.41, y=75639.245)",526.41,75639.245,4,3803667.93161236
727,620,"Point(x=87843.34, y=34618.3125)",87843.34,34618.3125,43,2298079.5864912802
728,583,"Point(x=60375.89, y=68662.1975)",60375.89,68662.1975,52,2375785.497966136
729,536,"Point(x=56965.6575, y=38594.8975)",56965.6575,38594.8975,59,1023483.2180920771
730,444,"Point(x=25741.0025, y=39271.9725)",25741.0025,39271.9725,90,1294369.8905217538
731,676,"Point(x=92754.0175, y=9669.76)",92754.0175,9669.76,85,3477550.613289207
732,719,"Point(x=8475.6875, y=6956.4425)",8475.6875,6956.4425,9,4019818.046263831
733,503,"Point(x=16917.485, y=77828.175)",16917.485,77828.175,34,3714715.6303366474
734,464,"Point(x=32239.6125, y=37.76)",32239.6125,37.76,102,1671623.7196268498
735,464,"Point(x=68861.64, y=72031.3725)",68861.64,72031.3725,52,1487327.0959318564
736,579,"Point(x=26422.155, y=7604.9575)",26422.155,7604.9575,51,180556.79352518456
737,324,"Point(x=71382.385, y=7769.8275)",71382.385,7769.8275,60,1898322.5666561786
738,274,"Point(x=71772.8975, y=42712.9875)",71772.8975,42712.9875,186,1374381.2002166428
739,521,"Point(x=13133.5425, y=75025.69)",13133.5425,75025.69,34,790801.1336148131
740,401,"Point(x=70032.625, y=2517.0025)",70032.625,2517.0025,60,2027038.229286461
741,469,"Point(x=97712.4975, y=14825.835)",97712.4975,14825.835,185,450540.9234287867
742,576,"Point(x=69757.04, y=8681.395)",69757.04,8681.395,60,4880372.563660361
743,398,"Point(x=17707.59, y=7138.295)",17707.59,7138.295,147,1934468.7422412566
744,529,"Point(x=68721.365, y=44247.5575)",68721.365,44247.5575,186,975637.6484633408
745,528,"Point(x=95979.8825, y=92957.46)",95979.8825,92957.46,144,3916632.9214962064
746,462,"Point(x=94072.22, y=28767.6825)",94072.22,28767.6825,24,1145398.8595683263
747,585,"Point(x=43165.7175, y=47866.0425)",43165.7175,47866.0425,189,1239808.5514666107
748,420,"Point(x=12481.4725, y=56610.0425)",12481.4725,56610.0425,137,1584454.5188985486
749,409,"Point(x=25071.1175, y=90972.8375)",25071.1175,90972.8375,153,1589165.9247701576
750,478,"Point(x=37015.4575, y=86946.51)",37015.4575,86946.51,84,567144.2191683123
751,468,"Point(x=59789.6275, y=51554.5175)",59789.6275,51554.5175,30,1616385.5598051897
752,639,"Point(x=30440.725, y=69151.6)",30440.725,69151.6,69,2897943.6545856837
753,443,"Point(x=52068.865, y=79886.3125)",52068.865,79886.3125,139,1382572.432868882
754,425,"Point(x=31776.5325, y=27386.74)",31776.5325,27386.74,94,209179.0575907041
755,354,"Point(x=16609.6175, y=5953.735)",16609.6175,5953.735,147,1131198.6529070812
756,572,"Point(x=76142.745, y=18965.645)",76142.745,18965.645,157,1136148.3561722666
757,680,"Point(x=17522.385, y=21852.26)",17522.385,21852.26,168,3053362.6493919357
758,513,"Point(x=1437.905, y=11184.2675)",1437.905,11184.2675,27,1521735.1278478624
759,553,"Point(x=31107.1525, y=42399.44)",31107.1525,42399.44,125,2131741.20708565
760,481,"Point(x=93083.1525, y=98124.56)",93083.1525,98124.56,144,3835484.3479934363
761,470,"Point(x=88161.0175, y=14125.105)",88161.0175,14125.105,185,1555680.8477181508
762,626,"Point(x=64181.0325, y=59563.0375)",64181.0325,59563.0375,116,3767849.7827209467
763,466,"Point(x=63290.2875, y=80101.73)",63290.2875,80101.73,42,2266468.89883148
764,591,"Point(x=1815.1675, y=37197.7675)",1815.1675,37197.7675,172,2262877.7530925646
765,466,"Point(x=37081.7025, y=79561.385)",37081.7025,79561.385,140,977343.4634831324
766,619,"Point(x=23056.1375, y=32307.025)",23056.1375,32307.025,94,4178329.101696664
767,467,"Point(x=86382.845, y=43866.4225)",86382.845,43866.4225,43,3420268.8643551483
768,597,"Point(x=63659.0075, y=72543.8825)",63659.0075,72543.8825,52,5025075.490092955
769,434,"Point(x=94563.2975, y=12345.5175)",94563.2975,12345.5175,179,620327.9383546205
770,665,"Point(x=12373.2, y=26001.335)",12373.2,26001.335,171,2252021.986570167
771,218,"Point(x=56646.645, y=30022.7825)",56646.645,30022.7825,133,525520.4594115905
772,448,"Point(x=44541.4175, y=29962.49)",44541.4175,29962.49,133,2428450.571776286
773,564,"Point(x=33413.2675, y=28867.2075)",33413.2675,28867.2075,183,1359211.5383807744
774,486,"Point(x=69358.04, y=26668.0225)",69358.04,26668.0225,190,1573077.0552087775
775,619,"Point(x=27212.1875, y=9426.8675)",27212.1875,9426.8675,51,369144.173942392
776,402,"Point(x=72791.2125, y=41047.205)",72791.2125,41047.205,152,2165464.8086774815
777,662,"Point(x=34441.2275, y=69362.1125)",34441.2275,69362.1125,83,1545189.694770636
778,540,"Point(x=24578.315, y=62284.3525)",24578.315,62284.3525,165,2923989.9071384324
779,459,"Point(x=55815.73, y=6341.9375)",55815.73,6341.9375,175,2225123.087021612
780,704,"Point(x=48575.975, y=92301.8525)",48575.975,92301.8525,12,6225294.300089568
781,304,"Point(x=1301.32, y=45323.0125)",1301.32,45323.0125,112,901043.9513508013
782,558,"Point(x=15033.53, y=12410.5425)",15033.53,12410.5425,147,2097983.7718903213
783,389,"Point(x=60831.5375, y=36039.2125)",60831.5375,36039.2125,105,375484.0269346894
784,681,"Point(x=12831.045, y=94132.05)",12831.045,94132.05,26,3504209.6495801266
785,613,"Point(x=47283.685, y=54360.5675)",47283.685,54360.5675,189,1089642.7243307612
786,534,"Point(x=3772.86, y=49373.85)",3772.86,49373.85,112,2880581.8234454417
787,388,"Point(x=99708.545, y=50720.9525)",99708.545,50720.9525,141,1918033.8990240842
788,608,"Point(x=49085.6, y=79093.7775)",49085.6,79093.7775,156,922378.6358671661
789,599,"Point(x=42921.22, y=90240.7975)",42921.22,90240.7975,12,1925681.8188009234
790,377,"Point(x=94737.4875, y=33181.82)",94737.4875,33181.82,24,342242.96310815157
791,620,"Point(x=72487.535, y=26361.6975)",72487.535,26361.6975,190,3284340.8779804506
792,485,"Point(x=32515.585, y=14902.895)",32515.585,14902.895,199,2064967.157336016
793,485,"Point(x=97889.43, y=78508.6025)",97889.43,78508.6025,108,4066118.86356262
794,465,"Point(x=16289.1925, y=44354.71)",16289.1925,44354.71,178,2052197.1505427875
795,489,"Point(x=83750.1275, y=95673.8675)",83750.1275,95673.8675,79,2161713.3851589197
796,656,"Point(x=75672.855, y=16386.3025)",75672.855,16386.3025,65,1941914.1199896303
797,291,"Point(x=33314.05, y=4706.845)",33314.05,4706.845,114,1596346.3012096921
798,587,"Point(x=52212.755, y=38133.14)",52212.755,38133.14,162,3610272.7254073694
799,664,"Point(x=67714.62, y=28168.925)",67714.62,28168.925,105,4521499.847460282
